id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
13616,2,0,1,2,Meal Plan 1,0,Room_Type 4,62,2018,4,1,Online,0,0,0,106.2,0,0
13617,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
13618,2,0,0,2,Not Selected,0,Room_Type 1,14,2018,8,30,Online,0,0,0,118,0,1
13619,1,0,0,4,Meal Plan 1,0,Room_Type 4,0,2017,10,7,Online,0,0,0,159.75,1,0
13620,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
13621,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,6,10,Online,0,0,0,200,0,0
13622,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2018,11,14,Online,0,0,0,67.76,1,0
13623,2,0,0,5,Meal Plan 1,0,Room_Type 1,67,2018,12,20,Online,0,0,0,64.67,1,0
13624,2,0,0,2,Meal Plan 2,0,Room_Type 1,68,2017,9,29,Online,0,0,0,0,0,0
13625,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,1
13626,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
13627,1,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,13,Online,0,0,0,168,2,0
13628,1,0,1,2,Meal Plan 1,0,Room_Type 1,154,2018,7,1,Online,0,0,0,75,0,1
13629,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,1
13630,2,0,0,2,Not Selected,0,Room_Type 1,154,2018,12,8,Online,0,0,0,79.2,2,0
13631,2,0,1,2,Meal Plan 2,0,Room_Type 4,17,2018,2,12,Online,0,0,0,144,0,0
13632,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,1
13633,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,5,25,Aviation,0,0,0,95,0,1
13634,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2017,11,6,Offline,0,0,0,68,0,0
13635,2,0,1,1,Meal Plan 1,0,Room_Type 1,113,2018,9,24,Online,0,0,0,135.9,0,1
13636,2,0,1,1,Meal Plan 1,0,Room_Type 1,89,2018,5,7,Online,0,0,0,126.9,0,1
13637,2,0,2,6,Meal Plan 1,0,Room_Type 2,184,2017,10,17,Online,0,0,0,65.29,1,0
13638,2,0,0,3,Meal Plan 1,0,Room_Type 4,21,2018,3,8,Online,0,0,0,73.03,1,0
13639,1,0,2,0,Not Selected,0,Room_Type 1,0,2018,7,10,Online,0,0,0,134,0,0
13640,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
13641,2,0,2,3,Meal Plan 1,0,Room_Type 1,182,2018,10,16,Online,0,0,0,70.44,2,0
13642,2,0,0,1,Meal Plan 1,0,Room_Type 1,57,2017,10,22,Online,0,0,0,94.5,1,0
13643,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,9,22,Online,0,0,0,150.5,1,0
13644,2,0,1,1,Meal Plan 1,0,Room_Type 1,4,2017,8,10,Offline,0,0,0,75,0,1
13645,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,16,Online,0,0,0,91,0,0
13646,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,1
13647,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110,0,1
13648,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,0,0,0,90,2,0
13649,2,0,1,1,Meal Plan 1,0,Room_Type 1,98,2018,12,5,Online,0,0,0,93.6,3,0
13650,2,0,2,1,Not Selected,0,Room_Type 1,48,2018,3,5,Online,0,0,0,67.5,0,1
13651,2,0,1,2,Not Selected,0,Room_Type 1,0,2018,7,8,Online,0,0,0,135.67,0,0
13652,2,1,0,3,Meal Plan 1,0,Room_Type 1,92,2017,8,6,Offline,0,0,0,76.08,2,0
13653,2,0,2,3,Not Selected,1,Room_Type 1,104,2018,4,28,Online,0,0,0,96.55,1,0
13654,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,8,15,Offline,0,0,0,72.25,0,0
13655,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,9,9,Online,0,0,0,125.1,1,0
13656,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,2018,2,15,Online,0,0,0,91,1,0
13657,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,1
13658,1,0,2,0,Meal Plan 1,1,Room_Type 1,3,2018,10,23,Corporate,1,0,3,67,1,0
13659,2,0,0,2,Meal Plan 1,0,Room_Type 4,65,2018,9,9,Online,0,0,0,149.4,1,0
13660,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52,0,1
13661,2,0,2,5,Meal Plan 1,0,Room_Type 4,80,2018,7,4,Offline,0,0,0,82.45,0,0
13662,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,13,Online,0,0,0,180,1,0
13663,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,12,16,Online,0,0,0,93.6,2,0
13664,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85,1,0
13665,2,0,0,2,Meal Plan 1,0,Room_Type 1,215,2018,9,28,Online,0,0,0,97.71,0,1
13666,2,0,1,3,Meal Plan 1,0,Room_Type 1,114,2018,7,11,Online,0,0,0,81.26,0,0
13667,2,0,0,1,Meal Plan 1,0,Room_Type 4,131,2018,5,13,Online,0,0,0,114.3,1,1
13668,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2017,10,21,Online,0,0,0,136,2,0
13669,2,0,1,3,Meal Plan 1,0,Room_Type 1,87,2018,3,24,Offline,0,0,0,68.5,0,0
13670,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80,0,0
13671,2,0,0,2,Meal Plan 1,0,Room_Type 2,62,2018,12,8,Online,0,0,0,100.6,0,0
13672,2,0,2,3,Meal Plan 1,0,Room_Type 1,230,2018,6,19,Offline,0,0,0,80.75,0,0
13673,2,0,1,4,Meal Plan 1,0,Room_Type 1,260,2018,11,16,Online,0,0,0,56.94,1,0
13674,2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,4,10,Online,0,0,0,90.95,1,0
13675,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,0
13676,3,0,1,0,Meal Plan 1,0,Room_Type 4,49,2018,7,17,Online,0,0,0,168.3,2,0
13677,2,0,0,3,Not Selected,0,Room_Type 6,3,2017,8,11,Online,0,0,0,153,0,1
13678,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,1
13679,3,0,1,0,Not Selected,0,Room_Type 1,32,2018,4,17,Online,0,0,0,115.1,0,1
13680,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,2,Online,0,0,0,129,1,0
13681,2,1,0,1,Meal Plan 1,0,Room_Type 6,1,2018,7,20,Online,0,0,0,191,2,0
13682,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,12,6,Online,0,0,0,81.88,0,0
13683,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91,0,0
13684,2,1,1,2,Meal Plan 1,0,Room_Type 1,174,2018,7,25,Offline,0,0,0,130,1,1
13685,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90,0,1
13686,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106,0,1
13687,2,0,2,4,Meal Plan 1,0,Room_Type 1,23,2018,3,17,Offline,0,0,0,68,0,0
13688,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,29,Online,0,0,0,95,0,0
13689,3,0,1,4,Meal Plan 1,0,Room_Type 4,107,2018,8,17,Online,0,0,0,150.3,0,1
13690,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,2018,5,26,Offline,0,0,0,80.75,0,0
13691,3,0,0,4,Meal Plan 1,0,Room_Type 4,127,2018,7,27,Online,0,0,0,139.95,2,0
13692,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124,2,0
13693,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,1
13694,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
13695,2,2,2,5,Meal Plan 1,1,Room_Type 6,61,2018,9,7,Online,0,0,0,207.64,1,0
13696,1,0,2,1,Meal Plan 1,0,Room_Type 1,81,2018,4,3,Online,0,0,0,76.5,1,0
13697,2,0,2,2,Meal Plan 1,0,Room_Type 1,212,2018,10,9,Online,0,0,0,75.23,0,1
13698,3,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,9,19,Online,0,0,0,168.3,2,0
13699,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,86,0,0
13700,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,11,14,Corporate,0,0,0,95,2,0
13701,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,96,0,0
13702,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,23,Online,0,0,0,80,0,0
13703,1,0,0,1,Meal Plan 1,1,Room_Type 1,8,2018,6,1,Corporate,1,0,6,98,1,0
13704,2,0,2,4,Not Selected,0,Room_Type 1,200,2018,8,26,Online,0,0,0,83.58,0,1
13705,2,1,0,2,Meal Plan 1,0,Room_Type 1,32,2018,4,20,Online,0,0,0,126,2,0
13706,2,0,0,4,Meal Plan 2,0,Room_Type 1,27,2018,11,15,Offline,0,0,0,110,0,0
13707,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,3,24,Online,0,0,0,161,1,0
13708,2,0,0,2,Meal Plan 1,0,Room_Type 1,84,2018,11,18,Online,0,0,0,93.6,1,1
13709,3,0,2,2,Meal Plan 1,0,Room_Type 4,2,2018,2,6,Online,0,0,0,130,2,0
13710,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,2018,7,23,Online,0,0,0,137.7,2,0
13711,2,0,2,2,Not Selected,0,Room_Type 1,52,2018,12,4,Online,0,0,0,74.8,0,1
13712,2,0,0,4,Not Selected,0,Room_Type 1,18,2018,2,24,Online,0,0,0,79,1,1
13713,2,0,1,2,Meal Plan 1,0,Room_Type 1,149,2018,9,2,Offline,0,0,0,80.75,0,0
13714,1,0,1,3,Meal Plan 1,0,Room_Type 4,10,2018,9,26,Aviation,1,0,4,110,0,0
13715,2,0,0,2,Not Selected,0,Room_Type 1,45,2018,3,10,Online,0,0,0,71.1,1,0
13716,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,0
13717,2,0,0,1,Not Selected,0,Room_Type 1,15,2018,6,23,Online,0,0,0,89,1,1
13718,2,1,0,2,Meal Plan 1,0,Room_Type 1,62,2018,7,26,Online,0,0,0,121.5,1,0
13719,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,3,8,Offline,0,0,0,75,0,0
13720,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,7,5,Online,0,0,0,151,1,0
13721,2,1,0,1,Meal Plan 1,0,Room_Type 4,3,2017,11,28,Offline,0,0,0,77.6,0,0
13722,2,0,1,3,Not Selected,0,Room_Type 1,38,2018,3,14,Online,0,0,0,71.1,0,0
13723,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,4,11,Online,0,0,0,95,0,1
13724,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2017,10,18,Online,0,0,0,94.5,0,1
13725,2,2,0,1,Meal Plan 1,1,Room_Type 6,121,2018,8,23,Online,0,0,0,198.9,2,0
13726,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,1
13727,0,2,2,3,Meal Plan 1,0,Room_Type 2,107,2018,9,24,Online,0,0,0,127.38,3,0
13728,2,2,0,1,Meal Plan 1,0,Room_Type 6,17,2018,9,21,Online,0,0,0,224.1,2,0
13729,2,0,1,3,Meal Plan 1,0,Room_Type 1,48,2018,11,3,Offline,0,0,0,112,0,0
13730,2,0,1,2,Not Selected,0,Room_Type 1,15,2018,8,29,Online,0,0,0,118,1,0
13731,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,2018,10,8,Offline,0,0,0,85,0,0
13732,2,0,0,4,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Offline,0,0,0,95,0,0
13733,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75,0,0
13734,2,0,2,3,Not Selected,0,Room_Type 1,57,2017,9,19,Online,0,0,0,66.53,1,0
13735,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,6,Online,0,0,0,0,0,0
13736,2,0,2,3,Meal Plan 2,1,Room_Type 4,90,2018,4,23,Online,0,0,0,129.02,1,0
13737,2,0,2,3,Not Selected,0,Room_Type 1,17,2018,1,22,Online,0,0,0,75,0,0
13738,2,0,0,3,Meal Plan 1,0,Room_Type 4,80,2018,10,6,Online,0,0,0,119.07,0,1
13739,3,0,0,2,Meal Plan 1,0,Room_Type 4,38,2018,3,25,Online,0,0,0,168.3,1,0
13740,1,0,0,2,Meal Plan 1,1,Room_Type 1,1,2018,8,30,Corporate,0,0,0,67,1,0
13741,1,1,1,3,Not Selected,0,Room_Type 1,92,2018,6,20,Online,0,0,0,81.95,1,0
13742,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2018,11,25,Online,0,0,0,93.6,0,0
13743,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115,0,1
13744,2,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,12,5,Online,0,0,0,88.4,2,0
13745,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2017,7,27,Online,0,0,0,76.5,1,1
13746,2,0,2,2,Meal Plan 1,0,Room_Type 1,133,2018,5,29,Online,0,0,0,99.66,2,0
13747,2,0,0,1,Not Selected,0,Room_Type 1,42,2018,11,2,Online,0,0,0,88,2,0
13748,1,0,0,3,Meal Plan 1,0,Room_Type 1,70,2017,11,26,Offline,0,0,0,46.33,0,0
13749,2,0,2,2,Meal Plan 1,0,Room_Type 1,35,2018,1,8,Offline,0,0,0,58,1,0
13750,2,0,0,1,Meal Plan 1,0,Room_Type 2,254,2018,7,9,Online,0,0,0,100.7,1,1
13751,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115,0,1
13752,1,0,0,1,Not Selected,0,Room_Type 1,225,2018,11,25,Online,0,0,0,67.5,0,1
13753,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Online,0,0,0,94.5,0,1
13754,2,0,1,2,Meal Plan 1,0,Room_Type 4,4,2018,12,9,Online,0,0,0,118.67,1,0
13755,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,12,12,Corporate,1,0,11,65,1,0
13756,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2017,10,29,Online,0,0,0,93.08,2,0
13757,2,0,0,1,Meal Plan 1,0,Room_Type 1,154,2018,8,26,Offline,0,0,0,72.25,0,0
13758,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
13759,1,0,1,1,Not Selected,0,Room_Type 1,251,2018,11,21,Online,0,0,0,73.35,1,0
13760,3,0,0,4,Meal Plan 1,0,Room_Type 4,86,2018,10,25,Online,0,0,0,123.3,1,0
13761,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,1,10,Online,0,0,0,97.33,1,0
13762,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,102.85,2,1
13763,1,0,0,1,Meal Plan 1,0,Room_Type 7,0,2017,12,10,Complementary,0,0,0,0,0,0
13764,2,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,9,17,Online,0,0,0,166.5,1,1
13765,3,0,0,3,Meal Plan 1,0,Room_Type 4,98,2018,4,12,Offline,0,0,0,115.6,1,0
13766,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,1
13767,2,0,2,3,Not Selected,0,Room_Type 1,19,2018,2,11,Online,0,0,0,55.32,0,0
13768,2,0,1,1,Meal Plan 1,0,Room_Type 1,57,2018,4,18,Online,0,0,0,96.3,0,1
13769,2,0,1,2,Not Selected,0,Room_Type 1,46,2018,12,16,Online,0,0,0,79.2,1,0
13770,2,0,0,4,Not Selected,0,Room_Type 1,57,2018,11,1,Online,0,0,0,79.2,1,0
13771,2,0,0,4,Meal Plan 1,0,Room_Type 4,123,2018,5,4,Online,0,0,0,107.95,0,1
13772,2,0,1,2,Not Selected,0,Room_Type 1,54,2018,11,11,Online,0,0,0,79.2,2,0
13773,1,0,1,2,Meal Plan 1,0,Room_Type 5,248,2018,10,31,Corporate,0,0,0,106,0,1
13774,3,0,0,2,Meal Plan 1,0,Room_Type 4,93,2018,7,12,Online,0,0,0,137.7,2,0
13775,1,0,1,0,Meal Plan 1,1,Room_Type 1,3,2018,6,6,Corporate,1,0,3,65,0,0
13776,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,1
13777,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,0,0,0,88,1,1
13778,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,23,Corporate,1,0,1,65,0,0
13779,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,1,12,Online,0,0,0,73.9,0,0
13780,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Complementary,0,0,0,0,0,0
13781,2,0,2,1,Meal Plan 1,0,Room_Type 4,45,2018,3,19,Online,0,0,0,112.5,1,1
13782,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80,0,1
13783,2,0,2,3,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,87.55,1,0
13784,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,2017,12,29,Offline,0,0,0,70,0,0
13785,1,0,1,1,Not Selected,0,Room_Type 1,7,2017,10,5,Online,0,0,0,114,1,0
13786,2,0,2,2,Not Selected,0,Room_Type 1,110,2018,4,9,Online,0,0,0,76.5,1,1
13787,2,0,2,2,Not Selected,0,Room_Type 1,33,2018,3,13,Online,0,0,0,71.1,0,1
13788,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Online,0,0,0,80,0,1
13789,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,0
13790,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,2,7,Online,0,0,0,93,2,0
13791,2,0,0,2,Meal Plan 1,0,Room_Type 1,69,2018,4,27,Online,0,0,0,105.3,0,1
13792,2,0,1,4,Meal Plan 2,0,Room_Type 1,197,2018,12,21,Offline,0,0,0,113.4,0,0
13793,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,3,14,Offline,0,0,0,85,0,0
13794,2,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,0
13795,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
13796,2,0,1,2,Meal Plan 1,0,Room_Type 1,143,2018,9,5,Online,0,0,0,126.9,1,0
13797,2,0,0,3,Meal Plan 1,0,Room_Type 4,69,2017,12,3,Offline,0,0,0,60,0,0
13798,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,10,Online,0,0,0,86,0,0
13799,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
13800,2,0,1,1,Not Selected,0,Room_Type 1,2,2018,1,4,Online,0,0,0,75,1,0
13801,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,12,29,Online,0,0,0,122.4,1,0
13802,2,0,2,5,Not Selected,0,Room_Type 1,41,2018,6,27,Online,0,0,0,104.53,0,1
13803,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,8,7,Online,0,0,0,116,1,0
13804,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100,0,1
13805,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,4,18,Offline,0,0,0,70,0,0
13806,2,0,2,6,Not Selected,0,Room_Type 1,89,2018,12,17,Online,0,0,0,74.8,4,0
13807,2,0,0,3,Meal Plan 1,0,Room_Type 1,31,2018,2,4,Online,0,0,0,80.3,1,0
13808,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,1
13809,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87,0,0
13810,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,3,2,Online,0,0,0,81,1,0
13811,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,6,16,Corporate,1,0,1,95,0,0
13812,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2017,11,20,Online,0,0,0,79.2,2,0
13813,3,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,10,7,Online,0,0,0,151.2,2,0
13814,2,0,0,3,Meal Plan 1,0,Room_Type 4,43,2018,3,17,Online,0,0,0,106.8,0,0
13815,1,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,6,7,Complementary,1,4,17,0,1,0
13816,2,2,0,2,Meal Plan 1,0,Room_Type 6,1,2017,8,25,Online,0,0,0,156,2,0
13817,2,0,0,4,Meal Plan 1,0,Room_Type 1,74,2017,10,7,Online,0,0,0,89.25,0,0
13818,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,1
13819,2,0,0,3,Meal Plan 1,0,Room_Type 4,22,2017,10,13,Offline,0,0,0,75,0,0
13820,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2018,10,6,Online,0,0,0,91.48,2,0
13821,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120,0,1
13822,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,12,27,Online,0,0,0,58.36,1,1
13823,2,0,2,3,Meal Plan 1,0,Room_Type 1,231,2018,12,30,Online,0,0,0,63.75,1,0
13824,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,2017,8,19,Online,0,0,0,80,2,0
13825,1,0,1,1,Meal Plan 1,0,Room_Type 1,59,2018,7,18,Offline,0,0,0,85,0,0
13826,3,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,10,21,Online,0,0,0,139.24,0,0
13827,2,0,2,3,Meal Plan 2,0,Room_Type 1,96,2018,12,31,Offline,0,0,0,166,0,0
13828,2,1,1,0,Meal Plan 1,0,Room_Type 1,6,2018,8,7,Online,0,0,0,171,2,0
13829,2,0,0,4,Meal Plan 1,0,Room_Type 1,177,2018,8,24,Online,0,0,0,93.08,1,0
13830,2,1,2,2,Meal Plan 1,0,Room_Type 1,116,2018,10,23,Online,0,0,0,104.85,2,0
13831,3,0,2,1,Meal Plan 1,0,Room_Type 4,31,2018,7,9,Online,0,0,0,168.3,0,1
13832,2,1,1,2,Meal Plan 1,0,Room_Type 1,42,2018,11,4,Offline,0,0,0,112,2,0
13833,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,4,27,Online,0,0,0,113.1,0,1
13834,2,0,1,2,Meal Plan 1,0,Room_Type 1,47,2018,3,11,Online,0,0,0,59.91,1,0
13835,3,0,2,1,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,0,0,0,152.1,0,0
13836,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2018,8,30,Online,0,0,0,119,1,0
13837,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,9,19,Online,0,0,0,133,1,0
13838,2,0,6,13,Not Selected,0,Room_Type 1,130,2018,8,20,Online,0,0,0,101.98,0,1
13839,2,0,2,2,Meal Plan 1,0,Room_Type 4,51,2018,9,3,Online,0,0,0,139.28,0,1
13840,2,0,0,5,Meal Plan 1,0,Room_Type 1,21,2018,2,23,Offline,0,0,0,87,0,0
13841,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,4,8,Online,0,0,0,101,0,0
13842,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61,0,1
13843,2,0,1,2,Meal Plan 1,0,Room_Type 4,51,2018,4,1,Online,0,0,0,106.2,0,0
13844,2,0,0,4,Meal Plan 1,0,Room_Type 1,41,2018,5,10,Offline,0,0,0,101.52,2,0
13845,2,0,0,1,Meal Plan 1,0,Room_Type 1,42,2018,1,16,Online,0,0,0,80.3,1,0
13846,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2017,9,8,Online,0,0,0,87.78,1,0
13847,2,2,2,1,Meal Plan 1,0,Room_Type 6,109,2018,10,29,Online,0,0,0,159.9,0,1
13848,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,10,4,Online,0,0,0,118.8,1,0
13849,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,11,23,Offline,0,0,0,75,0,0
13850,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,0,1
13851,2,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,2,23,Online,0,0,0,61.6,1,0
13852,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
13853,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,73,0,0
13854,2,0,2,2,Meal Plan 1,0,Room_Type 1,15,2017,12,19,Offline,0,0,0,58,0,0
13855,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,0
13856,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106,0,1
13857,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,0,1
13858,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72.25,0,0
13859,2,0,0,4,Meal Plan 1,0,Room_Type 1,118,2018,4,13,Online,0,0,0,90.95,1,0
13860,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,1,Online,0,0,0,125,1,0
13861,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,10,6,Online,0,0,0,139,1,0
13862,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,3,10,Offline,0,0,0,102,1,0
13863,2,0,2,0,Meal Plan 1,0,Room_Type 1,150,2018,9,25,Online,0,0,0,91.48,1,0
13864,2,1,1,2,Meal Plan 1,0,Room_Type 1,81,2018,10,21,Online,0,0,0,135,0,1
13865,2,0,2,0,Not Selected,0,Room_Type 1,51,2018,10,9,Online,0,0,0,108,3,0
13866,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,6,22,Offline,0,0,0,136,0,0
